Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Quantity,Sales
Home Office,Technology,Cables and Connectors,San Francisco,1-Oct-21,94110,Western,Early Delivery,California,430,6,84
Consumer,Office Furniture,Computer Chairs,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,138,5,173
Consumer,Office Furniture,Computer Chairs,San Francisco,14-Apr-20,94110,Western,Early Delivery,California,-76,8,31
Home Office,Office Furniture,Computer Chairs,San Francisco,21-Aug-19,94110,Western,Late Delivery,California,-30,8,8
Corporate,Office Furniture,Computer Chairs,San Francisco,14-Nov-21,94110,Western,Early Delivery,California,27,9,77
Consumer,Office Furniture,Computer Chairs,San Francisco,10-Nov-20,94110,Western,Early Delivery,California,7,3,12
Corporate,Office Furniture,Computer Chairs,San Francisco,14-Mar-20,94110,Western,On Schedule,California,-9,2,18
Home Office,Office Furniture,Computer Chairs,San Francisco,29-Jan-21,94110,Western,Late Delivery,California,-2288,3,45
Home Office,Office Furniture,Computer Chairs,San Francisco,3-Sep-19,94110,Western,Early Delivery,California,8,3,41
Consumer,Office Furniture,Corner Desks,San Francisco,20-Nov-21,94110,Western,Early Delivery,California,3,3,8
Consumer,Office Furniture,Corner Desks,San Francisco,31-Jul-21,94110,Western,Late Delivery,California,71,1,11
Consumer,Office Furniture,Corner Desks,San Francisco,11-Sep-21,94110,Western,On Schedule,California,27,1,35
Consumer,Office Furniture,Corner Desks,San Francisco,10-Nov-20,94110,Western,Late Delivery,California,-6,3,171
Consumer,Office Furniture,Corner Desks,San Francisco,10-Nov-20,94110,Western,Early Delivery,California,47,2,369
Consumer,Office Furniture,Corner Desks,San Francisco,25-Jun-19,94110,Western,Early Delivery,California,-50,3,37
Corporate,Office Furniture,Corner Desks,San Francisco,2-Mar-20,94110,Western,On Schedule,California,-18,5,16
Corporate,Office Furniture,Corner Desks,San Francisco,23-Sep-20,94110,Western,On Schedule,California,-153,6,10
Corporate,Office Furniture,Corner Desks,San Francisco,19-Oct-21,94110,Western,Late Delivery,California,-27,6,53
Corporate,Office Furniture,Corner Desks,San Francisco,8-Dec-18,94110,Western,Late Delivery,California,-4,2,19
Corporate,Office Furniture,Corner Desks,San Francisco,30-Apr-21,94110,Western,Early Delivery,California,-20,2,30
Corporate,Office Furniture,Corner Desks,San Francisco,6-Nov-20,94110,Western,Early Delivery,California,-8,2,1
Corporate,Office Furniture,Corner Desks,San Francisco,8-Dec-18,94110,Western,Late Delivery,California,-1,2,4
Corporate,Office Furniture,Corner Desks,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,-3,2,71
Corporate,Office Furniture,Corner Desks,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,-51,3,8
Corporate,Office Supplies,Envelopes,San Francisco,31-Aug-20,94110,Western,Late Delivery,California,10,2,31
Consumer,Office Supplies,Envelopes,San Francisco,24-Jun-21,94110,Western,Early Delivery,California,10,3,7
Consumer,Office Supplies,Envelopes,San Francisco,26-Jul-19,94110,Western,Late Delivery,California,-13,3,25
Consumer,Office Supplies,Envelopes,San Francisco,15-Aug-20,94110,Western,Early Delivery,California,3,3,41
Corporate,Office Supplies,Envelopes,San Francisco,19-Oct-21,94110,Western,Late Delivery,California,10,4,185
Corporate,Office Supplies,Envelopes,San Francisco,11-Jan-21,94110,Western,Early Delivery,California,35,5,75
Corporate,Office Supplies,Envelopes,San Francisco,30-Apr-21,94110,Western,Early Delivery,California,21,5,6
Corporate,Office Supplies,Envelopes,San Francisco,16-Sep-21,94110,Western,Early Delivery,California,44,5,8
Home Office,Office Supplies,Envelopes,San Francisco,19-Sep-18,94110,Western,On Schedule,California,5,5,16
Home Office,Office Supplies,Envelopes,San Francisco,8-Sep-18,94110,Western,On Schedule,California,5,6,664
Consumer,Office Supplies,Folders,San Francisco,20-Nov-21,94110,Western,Early Delivery,California,36,3,21
Consumer,Office Supplies,Folders,San Francisco,19-Mar-21,94110,Western,Late Delivery,California,2,4,58
Consumer,Office Supplies,Folders,San Francisco,16-Oct-18,94110,Western,Late Delivery,California,13,4,5
Consumer,Office Supplies,Folders,San Francisco,19-Dec-21,94110,Western,Late Delivery,California,10,5,81
Consumer,Office Supplies,Folders,San Francisco,7-Nov-18,94110,Western,Early Delivery,California,2,1,168
Consumer,Office Supplies,Folders,San Francisco,2-Jan-21,94110,Western,Early Delivery,California,21,1,10
Consumer,Office Supplies,Folders,San Francisco,10-Nov-20,94110,Western,Early Delivery,California,-55,1,123
Consumer,Office Supplies,Folders,San Francisco,1-Apr-21,94110,Western,Early Delivery,California,-63,1,154
Corporate,Office Supplies,Folders,San Francisco,14-Mar-20,94110,Western,On Schedule,California,8,1,192
Corporate,Office Supplies,Folders,San Francisco,19-Oct-18,94110,Western,On Schedule,California,-480,2,9
Corporate,Office Supplies,Folders,San Francisco,19-Oct-18,94110,Western,On Schedule,California,314,2,70
Corporate,Office Supplies,Folders,San Francisco,10-Feb-21,94110,Western,On Schedule,California,61,2,108
Corporate,Office Supplies,Folders,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,115,3,342
Corporate,Office Supplies,Folders,San Francisco,28-Jul-21,94110,Western,Early Delivery,California,29,3,58
Home Office,Office Supplies,Folders,San Francisco,12-Oct-21,94110,Western,Late Delivery,California,27,3,349
Home Office,Office Supplies,Folders,San Francisco,3-Sep-19,94110,Western,Early Delivery,California,30,5,8
Home Office,Office Supplies,Folders,San Francisco,31-Aug-21,94110,Western,Early Delivery,California,10,5,48
Home Office,Office Supplies,Folders,San Francisco,5-Oct-21,94110,Western,Early Delivery,California,-1,5,107
Home Office,Office Supplies,Folders,San Francisco,5-Oct-21,94110,Western,Early Delivery,California,2,5,22
Home Office,Office Supplies,Folders,San Francisco,5-Jan-19,94110,Western,Early Delivery,California,6,6,15
Consumer,Office Supplies,Kitchen Appliances,San Francisco,28-Nov-19,94110,Western,Late Delivery,California,88,3,13
Consumer,Office Supplies,Kitchen Appliances,San Francisco,11-Sep-21,94110,Western,On Schedule,California,21,3,7
Consumer,Office Supplies,Kitchen Appliances,San Francisco,8-May-21,94110,Western,Late Delivery,California,10,4,8
Corporate,Office Supplies,Kitchen Appliances,San Francisco,28-Sep-19,94110,Western,Late Delivery,California,65,2,23
Corporate,Office Supplies,Kitchen Appliances,San Francisco,28-Sep-19,94110,Western,Late Delivery,California,198,2,6
Home Office,Office Supplies,Kitchen Appliances,San Francisco,8-Sep-18,94110,Western,On Schedule,California,28,5,60
Home Office,Office Supplies,Kitchen Appliances,San Francisco,5-Jan-19,94110,Western,Early Delivery,California,9,5,1113
Consumer,Office Supplies,Label Maker Tape,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,9,5,7
Consumer,Office Supplies,Label Maker Tape,San Francisco,20-Sep-18,94110,Western,On Schedule,California,9,5,41
Consumer,Office Supplies,Label Maker Tape,San Francisco,1-Apr-21,94110,Western,Early Delivery,California,3,10,41
Consumer,Office Supplies,Label Maker Tape,San Francisco,10-Dec-19,94110,Western,Early Delivery,California,11,10,45
Consumer,Office Supplies,Label Maker Tape,San Francisco,13-Nov-20,94110,Western,Early Delivery,California,3,10,481
Corporate,Office Supplies,Label Maker Tape,San Francisco,21-Jul-20,94110,Western,Early Delivery,California,149,13,26
Corporate,Office Supplies,Label Maker Tape,San Francisco,19-Oct-18,94110,Western,On Schedule,California,-14,3,37
Corporate,Office Supplies,Label Maker Tape,San Francisco,19-Oct-21,94110,Western,Late Delivery,California,-227,10,6
Corporate,Office Supplies,Label Maker Tape,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,8,3,4
Home Office,Office Supplies,Label Maker Tape,San Francisco,13-May-21,94110,Western,Late Delivery,California,88,2,23
Consumer,Technology,Phone and Fax,San Francisco,9-Nov-18,94110,Western,Early Delivery,California,-4,1,45
Consumer,Technology,Phone and Fax,San Francisco,19-Mar-21,94110,Western,Late Delivery,California,9,2,54
Corporate,Technology,Phone and Fax,San Francisco,27-Oct-21,94110,Western,On Schedule,California,23,2,7
Corporate,Technology,Phone and Fax,San Francisco,17-Dec-20,94110,Western,Late Delivery,California,2,3,26
Corporate,Technology,Phone and Fax,San Francisco,19-Oct-18,94110,Western,On Schedule,California,5,4,128
Corporate,Technology,Phone and Fax,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,6,2,5
Corporate,Technology,Phone and Fax,San Francisco,28-Jul-21,94110,Western,Early Delivery,California,0,3,15
Corporate,Technology,Phone and Fax,San Francisco,30-Apr-19,94110,Western,On Schedule,California,92,3,21
Home Office,Technology,Phone and Fax,San Francisco,18-Jul-20,94110,Western,Late Delivery,California,15,5,5
Home Office,Technology,Phone and Fax,San Francisco,31-Oct-18,94110,Western,Early Delivery,California,10,7,19
Home Office,Technology,Phone and Fax,San Francisco,31-Aug-21,94110,Western,Early Delivery,California,25,5,502
Consumer,Technology,Printers,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,3,3,79
Corporate,Technology,Printers,San Francisco,6-Apr-20,94110,Western,Late Delivery,California,2,3,14
Corporate,Technology,Printers,San Francisco,1-Apr-21,94110,Western,Late Delivery,California,10,11,26
Corporate,Technology,Printers,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,0,1,1928
Consumer,Office Supplies,Printing Paper,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,7,5,707
Consumer,Office Supplies,Printing Paper,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,15,5,43
Consumer,Office Supplies,Printing Paper,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,225,6,28
Consumer,Office Supplies,Printing Paper,San Francisco,9-Nov-18,94110,Western,Early Delivery,California,43,6,180
Consumer,Office Supplies,Printing Paper,San Francisco,9-Nov-18,94110,Western,Early Delivery,California,114,7,851
Home Office,Office Supplies,Printing Paper,San Francisco,21-Aug-19,94110,Western,Late Delivery,California,17,8,30
Home Office,Office Supplies,Printing Paper,San Francisco,21-Aug-19,94110,Western,Late Delivery,California,342,8,24
Home Office,Office Supplies,Printing Paper,San Francisco,21-Aug-19,94110,Western,Late Delivery,California,1,9,2
Consumer,Office Supplies,Printing Paper,San Francisco,20-Sep-18,94110,Western,On Schedule,California,5,10,5
Corporate,Office Supplies,Printing Paper,San Francisco,18-Jun-20,94110,Western,On Schedule,California,-26,1,4
Consumer,Office Supplies,Printing Paper,San Francisco,17-May-20,94110,Western,On Schedule,California,20,5,9
Corporate,Office Supplies,Printing Paper,San Francisco,29-Aug-18,94110,Western,On Schedule,California,2,11,4
Corporate,Office Supplies,Printing Paper,San Francisco,29-Aug-18,94110,Western,On Schedule,California,1,11,60
Corporate,Office Supplies,Printing Paper,San Francisco,19-Oct-18,94110,Western,On Schedule,California,-31,1,66
Corporate,Office Supplies,Printing Paper,San Francisco,21-Nov-18,94110,Western,Early Delivery,California,52,2,9
Corporate,Office Supplies,Printing Paper,San Francisco,29-Dec-18,94110,Western,Early Delivery,California,29,3,7
Corporate,Office Supplies,Printing Paper,San Francisco,7-Dec-20,94110,Western,On Schedule,California,29,3,10
Home Office,Office Supplies,Printing Paper,San Francisco,27-Sep-19,94110,Western,Early Delivery,California,46,3,46
Home Office,Office Supplies,Printing Paper,San Francisco,27-Sep-19,94110,Western,Early Delivery,California,17,3,74
Home Office,Office Supplies,Printing Paper,San Francisco,24-Sep-21,94110,Western,Late Delivery,California,2,4,16
Home Office,Office Supplies,Printing Paper,San Francisco,5-Oct-21,94110,Western,Early Delivery,California,-3,6,505
Home Office,Office Supplies,Printing Paper,San Francisco,21-Nov-18,94110,Western,Early Delivery,California,-5,6,16
Home Office,Office Supplies,Printing Paper,San Francisco,8-Apr-21,94110,Western,Early Delivery,California,6,6,419
Home Office,Office Supplies,Printing Paper,San Francisco,8-Apr-21,94110,Western,Early Delivery,California,12,7,11
Consumer,Office Furniture,Standard Desks,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,57,3,68
Consumer,Office Furniture,Standard Desks,San Francisco,22-Aug-21,94110,Western,On Schedule,California,-84,8,361
Consumer,Office Furniture,Standard Desks,San Francisco,25-Oct-19,94110,Western,Early Delivery,California,-153,8,9
Corporate,Office Furniture,Standard Desks,San Francisco,19-Oct-21,94110,Western,Late Delivery,California,-160,3,2
Corporate,Office Furniture,Standard Desks,San Francisco,7-Dec-20,94110,Western,On Schedule,California,18,4,4
Corporate,Office Supplies,Stationary Supplies,San Francisco,2-Mar-20,94110,Western,On Schedule,California,-44,6,64
Corporate,Office Supplies,Stationary Supplies,San Francisco,15-Nov-18,94110,Western,Early Delivery,California,-20,9,6
Home Office,Office Supplies,Stationary Supplies,San Francisco,24-Sep-21,94110,Western,Late Delivery,California,100,8,9
Corporate,Office Supplies,Storage and Archive,San Francisco,28-Dec-21,94110,Western,Late Delivery,California,-317,3,9
Consumer,Office Supplies,Storage and Archive,San Francisco,9-Nov-18,94110,Western,Early Delivery,California,-1,3,7
Consumer,Office Supplies,Storage and Archive,San Francisco,9-Nov-18,94110,Western,Early Delivery,California,-19,3,6
Consumer,Office Supplies,Storage and Archive,San Francisco,9-Nov-20,94110,Western,Late Delivery,California,-28,4,8
Consumer,Office Supplies,Storage and Archive,San Francisco,31-Jul-21,94110,Western,Late Delivery,California,-27,5,59
Consumer,Office Supplies,Storage and Archive,San Francisco,7-Dec-20,94110,Western,On Schedule,California,3,3,31
Consumer,Office Supplies,Storage and Archive,San Francisco,7-Dec-20,94110,Western,On Schedule,California,54,2,7
Consumer,Office Supplies,Storage and Archive,San Francisco,17-May-20,94110,Western,On Schedule,California,24,2,18
Corporate,Office Supplies,Storage and Archive,San Francisco,28-Jul-21,94110,Western,Early Delivery,California,53,1,14
Home Office,Office Supplies,Storage and Archive,San Francisco,27-Sep-19,94110,Western,Early Delivery,California,12,3,60
Home Office,Office Supplies,Storage and Archive,San Francisco,8-Sep-18,94110,Western,On Schedule,California,3,3,60
Consumer,Office Furniture,Storage Cabinets,San Francisco,8-Dec-21,94110,Western,Early Delivery,California,11,2,34
Consumer,Office Furniture,Storage Cabinets,San Francisco,9-Nov-18,94110,Western,Early Delivery,California,207,2,28
Consumer,Office Furniture,Storage Cabinets,San Francisco,7-Oct-21,94110,Western,On Schedule,California,3,2,17
Consumer,Office Furniture,Storage Cabinets,San Francisco,30-Mar-18,94110,Western,Early Delivery,California,19,3,30
Consumer,Office Furniture,Storage Cabinets,San Francisco,3-Dec-19,94110,Western,Early Delivery,California,9,9,419
Corporate,Office Furniture,Storage Cabinets,San Francisco,24-Sep-20,94110,Western,Late Delivery,California,-1,3,900
Corporate,Office Furniture,Storage Cabinets,San Francisco,27-Oct-21,94110,Western,On Schedule,California,-25,7,1118
Corporate,Office Furniture,Storage Cabinets,San Francisco,1-Apr-21,94110,Western,Late Delivery,California,-29,3,110
Home Office,Office Furniture,Storage Cabinets,San Francisco,18-Mar-18,94110,Western,On Schedule,California,54,3,22
Consumer,Office Supplies,Artwork and Statues,San Francisco,12-Oct-18,94122,Western,Early Delivery,California,1,3,155
Corporate,Office Supplies,Artwork and Statues,San Francisco,18-Sep-21,94122,Western,Early Delivery,California,-20,6,30
Consumer,Office Supplies,Artwork and Statues,San Francisco,9-Jun-18,94122,Western,Late Delivery,California,12,3,25
Consumer,Office Supplies,Artwork and Statues,San Francisco,13-Aug-21,94122,Western,On Schedule,California,10,2,8
Consumer,Office Supplies,Artwork and Statues,San Francisco,22-Jul-18,94122,Western,Early Delivery,California,21,2,40
Consumer,Office Supplies,Artwork and Statues,San Francisco,17-Apr-19,94122,Western,Early Delivery,California,-30,7,40
Consumer,Office Supplies,Artwork and Statues,San Francisco,5-Aug-18,94122,Western,On Schedule,California,-53,3,593
Consumer,Office Supplies,Artwork and Statues,San Francisco,25-Nov-21,94122,Western,On Schedule,California,-96,2,185
Consumer,Office Supplies,Artwork and Statues,San Francisco,2-Sep-21,94122,Western,Early Delivery,California,34,6,34
Consumer,Office Supplies,Artwork and Statues,San Francisco,9-Oct-18,94122,Western,Early Delivery,California,168,7,300
Consumer,Office Supplies,Artwork and Statues,San Francisco,30-Oct-21,94122,Western,On Schedule,California,-17,2,4
Consumer,Office Supplies,Artwork and Statues,San Francisco,19-Jan-21,94122,Western,Early Delivery,California,-27,2,3
Consumer,Office Supplies,Artwork and Statues,San Francisco,3-May-21,94122,Western,Early Delivery,California,9,6,6
Consumer,Office Supplies,Artwork and Statues,San Francisco,15-Sep-21,94122,Western,Early Delivery,California,-2,7,64
Corporate,Office Supplies,Artwork and Statues,San Francisco,26-Mar-18,94122,Western,Late Delivery,California,-25,3,8
Corporate,Office Supplies,Artwork and Statues,San Francisco,3-Sep-21,94122,Western,Early Delivery,California,172,3,11
Corporate,Office Supplies,Artwork and Statues,San Francisco,19-Sep-20,94122,Western,Early Delivery,California,15,8,12
Corporate,Office Supplies,Artwork and Statues,San Francisco,21-Nov-21,94122,Western,Early Delivery,California,22,5,63
Corporate,Office Supplies,Artwork and Statues,San Francisco,21-Jul-18,94122,Western,Early Delivery,California,21,4,16
Home Office,Office Supplies,Artwork and Statues,San Francisco,13-Jun-20,94122,Western,Late Delivery,California,3,5,37
Home Office,Office Supplies,Artwork and Statues,San Francisco,13-Jun-20,94122,Western,Late Delivery,California,6,2,33
Home Office,Office Supplies,Artwork and Statues,San Francisco,24-Jul-20,94122,Western,On Schedule,California,6,3,31
Home Office,Office Supplies,Artwork and Statues,San Francisco,9-Jul-18,94122,Western,Early Delivery,California,2,5,11
Consumer,Technology,Cables and Connectors,San Francisco,27-Jul-18,94122,Western,Early Delivery,California,6,3,12
Consumer,Technology,Cables and Connectors,San Francisco,5-Aug-18,94122,Western,On Schedule,California,11,5,17
Consumer,Technology,Cables and Connectors,San Francisco,16-May-18,94122,Western,Early Delivery,California,148,3,72
Consumer,Technology,Cables and Connectors,San Francisco,17-Apr-19,94122,Western,Early Delivery,California,56,1,4
Consumer,Technology,Cables and Connectors,San Francisco,7-Nov-21,94122,Western,Early Delivery,California,34,7,96
Consumer,Technology,Cables and Connectors,San Francisco,24-Nov-21,94122,Western,On Schedule,California,-18,7,106
Corporate,Technology,Cables and Connectors,San Francisco,31-Aug-19,94122,Western,Late Delivery,California,11,3,32
Corporate,Technology,Cables and Connectors,San Francisco,3-Sep-19,94122,Western,On Schedule,California,-44,3,629
Corporate,Technology,Cables and Connectors,San Francisco,6-Nov-20,94122,Western,On Schedule,California,3,2,46
Corporate,Technology,Cables and Connectors,San Francisco,23-Jul-18,94122,Western,Early Delivery,California,36,2,478
Corporate,Technology,Cables and Connectors,San Francisco,3-Sep-19,94122,Western,On Schedule,California,11,6,18
Home Office,Technology,Cables and Connectors,San Francisco,13-Jun-20,94122,Western,Late Delivery,California,6,2,12
Home Office,Technology,Cables and Connectors,San Francisco,6-Nov-21,94122,Western,On Schedule,California,2,2,68
Consumer,Office Furniture,Computer Chairs,San Francisco,30-Sep-20,94122,Western,On Schedule,California,3,2,540
Consumer,Office Furniture,Computer Chairs,San Francisco,16-Jun-21,94122,Western,Late Delivery,California,-217,3,154
Consumer,Office Furniture,Computer Chairs,San Francisco,22-Jul-18,94122,Western,Early Delivery,California,1,7,25
Consumer,Office Furniture,Computer Chairs,San Francisco,30-Oct-21,94122,Western,On Schedule,California,18,1,37
Consumer,Office Furniture,Computer Chairs,San Francisco,27-Dec-18,94122,Western,On Schedule,California,3,3,3
Consumer,Office Furniture,Computer Chairs,San Francisco,15-Sep-21,94122,Western,Early Delivery,California,24,3,28
Consumer,Office Furniture,Computer Chairs,San Francisco,15-Aug-18,94122,Western,Early Delivery,California,10,5,12
Corporate,Office Furniture,Computer Chairs,San Francisco,16-Jul-19,94122,Western,On Schedule,California,0,2,189
Corporate,Office Furniture,Computer Chairs,San Francisco,16-Jul-19,94122,Western,On Schedule,California,-126,2,6
Corporate,Office Furniture,Computer Chairs,San Francisco,21-Jul-18,94122,Western,Early Delivery,California,-18,3,13
Consumer,Office Furniture,Corner Desks,San Francisco,22-Apr-21,94122,Western,Late Delivery,California,40,4,5
Consumer,Office Furniture,Corner Desks,San Francisco,3-Nov-20,94122,Western,On Schedule,California,206,1,6
Consumer,Office Furniture,Corner Desks,San Francisco,3-Sep-20,94122,Western,On Schedule,California,17,1,49
Consumer,Office Furniture,Corner Desks,San Francisco,3-Aug-21,94122,Western,Late Delivery,California,10,3,6
Consumer,Office Furniture,Corner Desks,San Francisco,21-Apr-20,94122,Western,Late Delivery,California,2,3,16
Consumer,Office Furniture,Corner Desks,San Francisco,25-Jul-18,94122,Western,Early Delivery,California,9,5,47
Consumer,Office Furniture,Corner Desks,San Francisco,30-Nov-20,94122,Western,Early Delivery,California,12,2,8
Consumer,Office Furniture,Corner Desks,San Francisco,12-Aug-18,94122,Western,Early Delivery,California,86,2,11
Consumer,Office Furniture,Corner Desks,San Francisco,1-Dec-18,94122,Western,Early Delivery,California,13,2,4
Consumer,Office Furniture,Corner Desks,San Francisco,13-Jul-20,94122,Western,Early Delivery,California,9,3,62
Consumer,Office Furniture,Corner Desks,San Francisco,8-Oct-19,94122,Western,Early Delivery,California,-3,3,13
Consumer,Office Furniture,Corner Desks,San Francisco,15-Sep-21,94122,Western,Early Delivery,California,125,3,13
Consumer,Office Furniture,Corner Desks,San Francisco,6-Mar-19,94122,Western,Early Delivery,California,-14,4,7
Consumer,Office Furniture,Corner Desks,San Francisco,13-Dec-21,94122,Western,Early Delivery,California,17,4,113
Corporate,Office Furniture,Corner Desks,San Francisco,20-Jun-19,94122,Western,Late Delivery,California,-21,7,6
Home Office,Office Furniture,Corner Desks,San Francisco,13-Jun-20,94122,Western,Late Delivery,California,27,3,144
Home Office,Office Furniture,Corner Desks,San Francisco,23-Mar-21,94122,Western,Late Delivery,California,-3,4,147
Home Office,Office Furniture,Corner Desks,San Francisco,6-Jun-21,94122,Western,Early Delivery,California,-11,9,166
Corporate,Office Supplies,Envelopes,San Francisco,18-Sep-21,94122,Western,Early Delivery,California,3,2,41
Consumer,Office Supplies,Envelopes,San Francisco,5-May-21,94122,Western,Early Delivery,California,-10,3,147
Consumer,Office Supplies,Envelopes,San Francisco,29-Nov-18,94122,Western,Late Delivery,California,-11,4,6
Consumer,Office Supplies,Folders,San Francisco,17-Jun-21,94122,Western,Late Delivery,California,29,3,82
Corporate,Office Supplies,Folders,San Francisco,12-Jul-18,94122,Western,Early Delivery,California,31,3,88
Consumer,Office Supplies,Folders,San Francisco,17-Dec-21,94122,Western,Early Delivery,California,-8,3,12
Corporate,Office Supplies,Folders,San Francisco,9-Nov-20,94122,Western,Late Delivery,California,2,3,124
Consumer,Office Supplies,Folders,San Francisco,30-Jan-20,94122,Western,On Schedule,California,40,3,224
Consumer,Office Supplies,Folders,San Francisco,1-Aug-18,94122,Western,Late Delivery,California,52,4,23
Consumer,Office Supplies,Folders,San Francisco,20-Jul-18,94122,Western,Late Delivery,California,16,4,16
Consumer,Office Supplies,Folders,San Francisco,4-Sep-21,94122,Western,Early Delivery,California,3,5,43
Consumer,Office Supplies,Folders,San Francisco,15-Sep-21,94122,Western,Early Delivery,California,-7,5,9
Consumer,Office Supplies,Folders,San Francisco,31-Mar-18,94122,Western,Early Delivery,California,34,6,32
Consumer,Office Supplies,Folders,San Francisco,30-Jan-20,94122,Western,Early Delivery,California,4,6,32
Consumer,Office Supplies,Folders,San Francisco,6-Nov-20,94122,Western,Early Delivery,California,20,6,114
Consumer,Office Supplies,Folders,San Francisco,15-Aug-18,94122,Western,Early Delivery,California,39,7,159
Consumer,Office Supplies,Folders,San Francisco,19-Oct-21,94122,Western,Early Delivery,California,38,7,31
Consumer,Office Supplies,Folders,San Francisco,15-Aug-18,94122,Western,Early Delivery,California,22,7,36
Consumer,Office Supplies,Folders,San Francisco,9-Apr-20,94122,Western,Late Delivery,California,89,8,288
Consumer,Office Supplies,Folders,San Francisco,7-Nov-21,94122,Western,Early Delivery,California,421,9,77
Consumer,Office Supplies,Folders,San Francisco,23-Sep-21,94122,Western,Late Delivery,California,-18,13,45
Corporate,Office Supplies,Folders,San Francisco,31-Aug-19,94122,Western,Late Delivery,California,313,2,453
Corporate,Office Supplies,Folders,San Francisco,26-Mar-18,94122,Western,Late Delivery,California,41,2,947
Corporate,Office Supplies,Folders,San Francisco,18-Sep-20,94122,Western,Early Delivery,California,123,3,91
Corporate,Office Supplies,Folders,San Francisco,19-Sep-20,94122,Western,Early Delivery,California,34,3,270
Corporate,Office Supplies,Folders,San Francisco,19-Sep-20,94122,Western,Early Delivery,California,141,3,33
Corporate,Office Supplies,Folders,San Francisco,21-Nov-21,94122,Western,Early Delivery,California,22,3,23
Corporate,Office Supplies,Folders,San Francisco,26-Oct-20,94122,Western,On Schedule,California,199,3,108
Corporate,Office Supplies,Folders,San Francisco,12-May-21,94122,Western,On Schedule,California,-12,3,12
Corporate,Office Supplies,Folders,San Francisco,8-Jul-18,94122,Western,Early Delivery,California,7,3,4536
Home Office,Office Supplies,Folders,San Francisco,9-Nov-20,94122,Western,Late Delivery,California,50,3,93
Home Office,Office Supplies,Folders,San Francisco,16-Oct-20,94122,Western,Late Delivery,California,91,4,67
Home Office,Office Supplies,Folders,San Francisco,29-Nov-19,94122,Western,Late Delivery,California,23,4,55
Home Office,Office Supplies,Folders,San Francisco,26-Oct-20,94122,Western,Early Delivery,California,-27,5,148
Home Office,Office Supplies,Folders,San Francisco,9-Jul-18,94122,Western,Early Delivery,California,60,6,590
Home Office,Office Supplies,Folders,San Francisco,20-Nov-19,94122,Western,Early Delivery,California,0,7,10
Consumer,Office Supplies,Kitchen Appliances,San Francisco,13-Aug-21,94122,Western,On Schedule,California,-47,3,2
Consumer,Office Supplies,Kitchen Appliances,San Francisco,31-Mar-18,94122,Western,Early Delivery,California,674,5,170
Consumer,Office Supplies,Kitchen Appliances,San Francisco,23-Sep-21,94122,Western,Late Delivery,California,-37,5,4
Consumer,Office Supplies,Kitchen Appliances,San Francisco,15-Sep-21,94122,Western,Early Delivery,California,-15,6,11
Consumer,Office Supplies,Kitchen Appliances,San Francisco,15-Aug-18,94122,Western,Early Delivery,California,5,1,15
Consumer,Office Supplies,Kitchen Appliances,San Francisco,9-Apr-20,94122,Western,Late Delivery,California,7,1,716
Consumer,Office Supplies,Kitchen Appliances,San Francisco,17-Apr-19,94122,Western,Early Delivery,California,137,2,40
Consumer,Office Supplies,Kitchen Appliances,San Francisco,13-Jul-20,94122,Western,Early Delivery,California,72,2,4
Consumer,Office Supplies,Kitchen Appliances,San Francisco,30-Oct-21,94122,Western,On Schedule,California,-32,2,7
Corporate,Office Supplies,Kitchen Appliances,San Francisco,29-Jul-20,94122,Western,Late Delivery,California,11,2,6
Corporate,Office Supplies,Kitchen Appliances,San Francisco,12-May-21,94122,Western,On Schedule,California,423,2,332
Corporate,Office Supplies,Kitchen Appliances,San Francisco,26-Oct-20,94122,Western,On Schedule,California,16,3,78
Consumer,Office Supplies,Label Maker Tape,San Francisco,30-Jan-20,94122,Western,On Schedule,California,3,7,32
Consumer,Office Supplies,Label Maker Tape,San Francisco,3-Aug-21,94122,Western,Late Delivery,California,-204,7,3
Consumer,Office Supplies,Label Maker Tape,San Francisco,13-Dec-21,94122,Western,Early Delivery,California,-16,5,110
Consumer,Office Supplies,Label Maker Tape,San Francisco,30-Oct-21,94122,Western,On Schedule,California,41,6,19
Home Office,Office Supplies,Label Maker Tape,San Francisco,28-Nov-18,94122,Western,On Schedule,California,7,3,13
Home Office,Office Supplies,Label Maker Tape,San Francisco,6-Nov-21,94122,Western,On Schedule,California,69,4,25
Consumer,Technology,Phone and Fax,San Francisco,15-Jun-21,94122,Western,Early Delivery,California,66,11,19
Consumer,Technology,Phone and Fax,San Francisco,28-Apr-18,94122,Western,Late Delivery,California,76,1,27
Consumer,Technology,Phone and Fax,San Francisco,9-Oct-18,94122,Western,Early Delivery,California,5,3,838
